entity,type,source_url
1981,DATE,https://en.wikipedia.org/wiki/Philip_K._Dick
The Transmigration of Timothy Archer,WORK_OF_ART,https://en.wikipedia.org/wiki/Philip_K._Dick
The Exegesis of Philip K. Dick,WORK_OF_ART,https://en.wikipedia.org/wiki/Philip_K._Dick
2011,DATE,https://en.wikipedia.org/wiki/Philip_K._Dick
1982,DATE,https://en.wikipedia.org/wiki/Philip_K._Dick
the age of 53,DATE,https://en.wikipedia.org/wiki/Philip_K._Dick
Franz Kafka,PERSON,https://en.wikipedia.org/wiki/Philip_K._Dick
"Thomas Pynchon"".[12",PERSON,https://en.wikipedia.org/wiki/Philip_K._Dick
Hollywood,GPE,https://en.wikipedia.org/wiki/Philip_K._Dick
Blade Runner,WORK_OF_ART,https://en.wikipedia.org/wiki/Philip_K._Dick
Blade Runner 2049,WORK_OF_ART,https://en.wikipedia.org/wiki/Philip_K._Dick
2017,DATE,https://en.wikipedia.org/wiki/Philip_K._Dick
Total Recall,WORK_OF_ART,https://en.wikipedia.org/wiki/Philip_K._Dick
1990,DATE,https://en.wikipedia.org/wiki/Philip_K._Dick
2012,DATE,https://en.wikipedia.org/wiki/Philip_K._Dick
Screamers,WORK_OF_ART,https://en.wikipedia.org/wiki/Philip_K._Dick
1995,DATE,https://en.wikipedia.org/wiki/Philip_K._Dick
Minority Report,WORK_OF_ART,https://en.wikipedia.org/wiki/Philip_K._Dick
2002,DATE,https://en.wikipedia.org/wiki/Philip_K._Dick
2006,DATE,https://en.wikipedia.org/wiki/Philip_K._Dick
The Adjustment Bureau,WORK_OF_ART,https://en.wikipedia.org/wiki/Philip_K._Dick
Radio Free Albemuth,WORK_OF_ART,https://en.wikipedia.org/wiki/Philip_K._Dick
2010,DATE,https://en.wikipedia.org/wiki/Philip_K._Dick
2015,DATE,https://en.wikipedia.org/wiki/Philip_K._Dick
Amazon Prime Video,ORG,https://en.wikipedia.org/wiki/Philip_K._Dick
Channel 4,ORG,https://en.wikipedia.org/wiki/Philip_K._Dick
Electric Dreams,WORK_OF_ART,https://en.wikipedia.org/wiki/Philip_K._Dick
2005,DATE,https://en.wikipedia.org/wiki/Philip_K._Dick
Time,ORG,https://en.wikipedia.org/wiki/Philip_K._Dick
2007,DATE,https://en.wikipedia.org/wiki/Philip_K._Dick
Library of America,ORG,https://en.wikipedia.org/wiki/Philip_K._Dick
Kindred Dick,PERSON,https://en.wikipedia.org/wiki/Philip_K._Dick
Jane Charlotte Dick,PERSON,https://en.wikipedia.org/wiki/Philip_K._Dick
six weeks prematurely,DATE,https://en.wikipedia.org/wiki/Philip_K._Dick
Dorothy,PERSON,https://en.wikipedia.org/wiki/Philip_K._Dick
Kindred,PERSON,https://en.wikipedia.org/wiki/Philip_K._Dick
Joseph Edgar Dick,PERSON,https://en.wikipedia.org/wiki/Philip_K._Dick
the United States Department of Agriculture.[18][19,ORG,https://en.wikipedia.org/wiki/Philip_K._Dick
Jane,PERSON,https://en.wikipedia.org/wiki/Philip_K._Dick
"January 26, 1929",DATE,https://en.wikipedia.org/wiki/Philip_K._Dick
six weeks,DATE,https://en.wikipedia.org/wiki/Philip_K._Dick
Philip,PERSON,https://en.wikipedia.org/wiki/Philip_K._Dick
five,DATE,https://en.wikipedia.org/wiki/Philip_K._Dick
Reno,GPE,https://en.wikipedia.org/wiki/Philip_K._Dick
Nevada,GPE,https://en.wikipedia.org/wiki/Philip_K._Dick
Joseph,PERSON,https://en.wikipedia.org/wiki/Philip_K._Dick
Washington,GPE,https://en.wikipedia.org/wiki/Philip_K._Dick
D.C.,GPE,https://en.wikipedia.org/wiki/Philip_K._Dick
John Eaton Elementary School,ORG,https://en.wikipedia.org/wiki/Philip_K._Dick
June 1938,DATE,https://en.wikipedia.org/wiki/Philip_K._Dick
Stirring Science Stories,WORK_OF_ART,https://en.wikipedia.org/wiki/Philip_K._Dick
Berkeley High School,ORG,https://en.wikipedia.org/wiki/Philip_K._Dick
Berkeley,GPE,https://en.wikipedia.org/wiki/Philip_K._Dick
Ursula K. Le Guin,PERSON,https://en.wikipedia.org/wiki/Philip_K._Dick
1947,DATE,https://en.wikipedia.org/wiki/Philip_K._Dick
KSMO Radio,ORG,https://en.wikipedia.org/wiki/Philip_K._Dick
Art Music Company,ORG,https://en.wikipedia.org/wiki/Philip_K._Dick
"the University of California, Berkeley",ORG,https://en.wikipedia.org/wiki/Philip_K._Dick
"September 1949 to November 11, 1949",DATE,https://en.wikipedia.org/wiki/Philip_K._Dick
Ursula K. Le Guin,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Ursula Kroeber,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
"October 21, 1929",DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Berkeley,GPE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
California,GPE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
U.S.,GPE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
"January 22, 2018",DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Portland,GPE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Oregon,GPE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
88,DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
"c. 1959–2018 |
|",DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Karl Kroeber,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Ursula Kroeber Le Guin,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Kroeber,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
"October 21, 1929 – January 22, 2018",DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
1959,DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
nearly sixty years,DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Le Guin,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
"American Letters"".[2",WORK_OF_ART,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Theodora Kroeber,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Alfred Louis Kroeber,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
1953,DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Charles Le Guin,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
the late 1950s,DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
A Wizard of Earthsea,WORK_OF_ART,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
1968,DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
The Left Hand of Darkness,WORK_OF_ART,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
1969,DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Harold Bloom,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Hugo,WORK_OF_ART,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Nebula,WORK_OF_ART,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Taoism,ORG,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Carl Jung,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Le Guin's,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Earthsea,WORK_OF_ART,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Always Coming Home,WORK_OF_ART,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
1985,DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
The Ones Who Walk Away from Omelas,WORK_OF_ART,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
1973,DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
The Dispossessed,WORK_OF_ART,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
1974,DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Hugo Awards,WORK_OF_ART,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Nebula Awards,WORK_OF_ART,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Locus Awards,WORK_OF_ART,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
2003,DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
the Science Fiction and Fantasy Writers of America,ORG,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
The U.S. Library of Congress,ORG,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
2000,DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
2014,DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
the National Book Foundation Medal for Distinguished Contribution to American Letters,WORK_OF_ART,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Booker Prize,WORK_OF_ART,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Salman Rushdie,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
David Mitchell,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Neil Gaiman,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Iain Banks,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
2018,DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
John Clute,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
"nearly half a century"",[5",DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Michael Chabon,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
edit]Ursula Kroeber,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
"the University of California, Berkeley.[8][9",ORG,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Theodora Covel Kracaw,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
her 60s,DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Ishi in Two Worlds,WORK_OF_ART,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
1961,DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Ishi,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Alfred Kroeber,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Karl,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Theodore,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Robert Oppenheimer,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Oppenheimer,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
Shevek,PERSON,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
The Dispossessed.[10][12,WORK_OF_ART,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
the summer,DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
the academic year.[10,DATE,https://en.wikipedia.org/wiki/Ursula_K._Le_Guin
the Enlightenment Age,DATE,https://en.wikipedia.org/wiki/Science_fiction
the 19th and early 20th centuries,DATE,https://en.wikipedia.org/wiki/Science_fiction
Mary Shelley's,PERSON,https://en.wikipedia.org/wiki/Science_fiction
Frankenstein,PERSON,https://en.wikipedia.org/wiki/Science_fiction
1818,DATE,https://en.wikipedia.org/wiki/Science_fiction
Jules Verne,PERSON,https://en.wikipedia.org/wiki/Science_fiction
H. G. Wells,PERSON,https://en.wikipedia.org/wiki/Science_fiction
the 20th century,DATE,https://en.wikipedia.org/wiki/Science_fiction
the Golden Age of Science Fiction,DATE,https://en.wikipedia.org/wiki/Science_fiction
present-day,DATE,https://en.wikipedia.org/wiki/Science_fiction
John Clute,PERSON,https://en.wikipedia.org/wiki/Science_fiction
Peter Nicholls,PERSON,https://en.wikipedia.org/wiki/Science_fiction
1993,DATE,https://en.wikipedia.org/wiki/Science_fiction
Isaac Asimov,PERSON,https://en.wikipedia.org/wiki/Science_fiction
Robert A. Heinlein,PERSON,https://en.wikipedia.org/wiki/Science_fiction
Lester del Rey,PERSON,https://en.wikipedia.org/wiki/Science_fiction
The Literature Book,WORK_OF_ART,https://en.wikipedia.org/wiki/Science_fiction
DK,ORG,https://en.wikipedia.org/wiki/Science_fiction
David Seed,PERSON,https://en.wikipedia.org/wiki/Science_fiction
Damon Knight,PERSON,https://en.wikipedia.org/wiki/Science_fiction
Forrest J Ackerman,PERSON,https://en.wikipedia.org/wiki/Science_fiction
about 1954.[10,DATE,https://en.wikipedia.org/wiki/Science_fiction
Donovan's Brain,WORK_OF_ART,https://en.wikipedia.org/wiki/Science_fiction
Jesse Zunser,PERSON,https://en.wikipedia.org/wiki/Science_fiction
January 1954.[11,DATE,https://en.wikipedia.org/wiki/Science_fiction
the 1970s,DATE,https://en.wikipedia.org/wiki/Science_fiction
Terry Carr,PERSON,https://en.wikipedia.org/wiki/Science_fiction
Dune,WORK_OF_ART,https://en.wikipedia.org/wiki/Dune_(novel)
Frank Herbert,PERSON,https://en.wikipedia.org/wiki/Dune_(novel)
John Schoenherr,PERSON,https://en.wikipedia.org/wiki/Dune_(novel)
"October 1, 1965[2",DATE,https://en.wikipedia.org/wiki/Dune_(novel)
Chilton Books,ORG,https://en.wikipedia.org/wiki/Dune_(novel)
United States,GPE,https://en.wikipedia.org/wiki/Dune_(novel)
Hugo Award for Best Novel,WORK_OF_ART,https://en.wikipedia.org/wiki/Dune_(novel)
1966,DATE,https://en.wikipedia.org/wiki/Dune_(novel)
Nebula Award,WORK_OF_ART,https://en.wikipedia.org/wiki/Dune_(novel)
Seiun Award for Best Translated Long Work,WORK_OF_ART,https://en.wikipedia.org/wiki/Dune_(novel)
1974,DATE,https://en.wikipedia.org/wiki/Dune_(novel)
1975,DATE,https://en.wikipedia.org/wiki/Dune_(novel)
Locus All-Time Best SF Novel,WORK_OF_ART,https://en.wikipedia.org/wiki/Dune_(novel)
1987,DATE,https://en.wikipedia.org/wiki/Dune_(novel)
1990,DATE,https://en.wikipedia.org/wiki/Dune_(novel)
1998,DATE,https://en.wikipedia.org/wiki/Dune_(novel)
Locus Online Best 20th Century SF,ORG,https://en.wikipedia.org/wiki/Dune_(novel)
2012,DATE,https://en.wikipedia.org/wiki/Dune_(novel)
Dune Messiah |,WORK_OF_ART,https://en.wikipedia.org/wiki/Dune_(novel)
1965,DATE,https://en.wikipedia.org/wiki/Dune_(novel)
1963–64,DATE,https://en.wikipedia.org/wiki/Dune_(novel)
Dune World,WORK_OF_ART,https://en.wikipedia.org/wiki/Dune_(novel)
Prophet of Dune,WORK_OF_ART,https://en.wikipedia.org/wiki/Dune_(novel)
Analog,ORG,https://en.wikipedia.org/wiki/Dune_(novel)
Roger Zelazny's,PERSON,https://en.wikipedia.org/wiki/Dune_(novel)
This Immortal,WORK_OF_ART,https://en.wikipedia.org/wiki/Dune_(novel)
the Hugo Award for Best Novel,WORK_OF_ART,https://en.wikipedia.org/wiki/Dune_(novel)
the Dune Chronicles,WORK_OF_ART,https://en.wikipedia.org/wiki/Dune_(novel)
Paul Atreides,PERSON,https://en.wikipedia.org/wiki/Dune_(novel)
Herbert,PERSON,https://en.wikipedia.org/wiki/Dune_(novel)
Dune Messiah,WORK_OF_ART,https://en.wikipedia.org/wiki/Dune_(novel)
Children of Dune,WORK_OF_ART,https://en.wikipedia.org/wiki/Dune_(novel)
God Emperor of Dune,WORK_OF_ART,https://en.wikipedia.org/wiki/Dune_(novel)
Heretics of Dune,WORK_OF_ART,https://en.wikipedia.org/wiki/Dune_(novel)
Chapterhouse: Dune,WORK_OF_ART,https://en.wikipedia.org/wiki/Dune_(novel)
1986,DATE,https://en.wikipedia.org/wiki/Dune_(novel)
Brian Herbert,PERSON,https://en.wikipedia.org/wiki/Dune_(novel)
Kevin J. Anderson,PERSON,https://en.wikipedia.org/wiki/Dune_(novel)
1999,DATE,https://en.wikipedia.org/wiki/Dune_(novel)
the 1970s,DATE,https://en.wikipedia.org/wiki/Dune_(novel)
Alejandro Jodorowsky,PERSON,https://en.wikipedia.org/wiki/Dune_(novel)
three years,DATE,https://en.wikipedia.org/wiki/Dune_(novel)
1984,DATE,https://en.wikipedia.org/wiki/Dune_(novel)
David Lynch,PERSON,https://en.wikipedia.org/wiki/Dune_(novel)
2000,DATE,https://en.wikipedia.org/wiki/Dune_(novel)
Sci-Fi Channel,ORG,https://en.wikipedia.org/wiki/Dune_(novel)
Frank Herbert's,PERSON,https://en.wikipedia.org/wiki/Dune_(novel)
2003,DATE,https://en.wikipedia.org/wiki/Dune_(novel)
Denis Villeneuve,PERSON,https://en.wikipedia.org/wiki/Dune_(novel)
"October 21, 2021",DATE,https://en.wikipedia.org/wiki/Dune_(novel)
Academy Awards,WORK_OF_ART,https://en.wikipedia.org/wiki/Dune_(novel)
Best Picture,WORK_OF_ART,https://en.wikipedia.org/wiki/Dune_(novel)
Villeneuve,PERSON,https://en.wikipedia.org/wiki/Dune_(novel)
"March 1, 2024",DATE,https://en.wikipedia.org/wiki/Dune_(novel)
2009,DATE,https://en.wikipedia.org/wiki/Dune_(novel)
The Dragon in the Sea,WORK_OF_ART,https://en.wikipedia.org/wiki/Dune_(novel)
1957,DATE,https://en.wikipedia.org/wiki/Dune_(novel)
Florence,GPE,https://en.wikipedia.org/wiki/Dune_(novel)
Oregon,GPE,https://en.wikipedia.org/wiki/Dune_(novel)
the United States Department of Agriculture,ORG,https://en.wikipedia.org/wiki/Dune_(novel)
Lurton Blassingame,PERSON,https://en.wikipedia.org/wiki/Dune_(novel)
They Stopped the Moving Sands,WORK_OF_ART,https://en.wikipedia.org/wiki/Dune_(novel)
The Road to Dune,WORK_OF_ART,https://en.wikipedia.org/wiki/Dune_(novel)
Henry,PERSON,https://en.wikipedia.org/wiki/Dune_(novel)
Henry Martin,PERSON,https://en.wikipedia.org/wiki/Dune_(novel)
Howard Hansen,PERSON,https://en.wikipedia.org/wiki/Dune_(novel)
Martin,PERSON,https://en.wikipedia.org/wiki/Dune_(novel)
Hansen,PERSON,https://en.wikipedia.org/wiki/Dune_(novel)
Daniel Immerwahr,PERSON,https://en.wikipedia.org/wiki/Dune_(novel)
1958,DATE,https://en.wikipedia.org/wiki/Dune_(novel)
Victor Hugo,PERSON,https://fr.wikipedia.org/wiki/Victor_Hugo
Activité,WORK_OF_ART,https://fr.wikipedia.org/wiki/Victor_Hugo
Adèle Foucher,PERSON,https://fr.wikipedia.org/wiki/Victor_Hugo
Besançon,GPE,https://fr.wikipedia.org/wiki/Victor_Hugo
Paris,GPE,https://fr.wikipedia.org/wiki/Victor_Hugo
Hugo,PERSON,https://fr.wikipedia.org/wiki/Victor_Hugo
Cromwell,PERSON,https://fr.wikipedia.org/wiki/Victor_Hugo
1827,DATE,https://fr.wikipedia.org/wiki/Victor_Hugo
Hernani,PERSON,https://fr.wikipedia.org/wiki/Victor_Hugo
1830,DATE,https://fr.wikipedia.org/wiki/Victor_Hugo
Lucrèce Borgia,PERSON,https://fr.wikipedia.org/wiki/Victor_Hugo
1833,DATE,https://fr.wikipedia.org/wiki/Victor_Hugo
Ruy Blas,PERSON,https://fr.wikipedia.org/wiki/Victor_Hugo
1838,DATE,https://fr.wikipedia.org/wiki/Victor_Hugo
Odes,PERSON,https://fr.wikipedia.org/wiki/Victor_Hugo
1828,DATE,https://fr.wikipedia.org/wiki/Victor_Hugo
Les Feuilles d'automne en,WORK_OF_ART,https://fr.wikipedia.org/wiki/Victor_Hugo
1831,DATE,https://fr.wikipedia.org/wiki/Victor_Hugo
Les Contemplations,WORK_OF_ART,https://fr.wikipedia.org/wiki/Victor_Hugo
1856,DATE,https://fr.wikipedia.org/wiki/Victor_Hugo
Napoléon III,PERSON,https://fr.wikipedia.org/wiki/Victor_Hugo
1853,DATE,https://fr.wikipedia.org/wiki/Victor_Hugo
1859,DATE,https://fr.wikipedia.org/wiki/Victor_Hugo
1883,DATE,https://fr.wikipedia.org/wiki/Victor_Hugo
Notre-Dame de Paris,ORG,https://fr.wikipedia.org/wiki/Victor_Hugo
Les Misérables,ORG,https://fr.wikipedia.org/wiki/Victor_Hugo
1862,DATE,https://fr.wikipedia.org/wiki/Victor_Hugo
Jersey,GPE,https://fr.wikipedia.org/wiki/Victor_Hugo
Guernesey,GPE,https://fr.wikipedia.org/wiki/Victor_Hugo
la Troisième République,ORG,https://fr.wikipedia.org/wiki/Victor_Hugo
dix jours après sa mort,DATE,https://fr.wikipedia.org/wiki/Victor_Hugo
France,GPE,https://fr.wikipedia.org/wiki/Victor_Hugo
Joseph Bonaparte,PERSON,https://fr.wikipedia.org/wiki/Victor_Hugo
Sophie Trébuchet,PERSON,https://fr.wikipedia.org/wiki/Victor_Hugo
Victor-Hugo,PERSON,https://fr.wikipedia.org/wiki/Victor_Hugo
Ce siècle,WORK_OF_ART,https://fr.wikipedia.org/wiki/Victor_Hugo
deux ans,DATE,https://fr.wikipedia.org/wiki/Victor_Hugo
Abel Joseph,PERSON,https://fr.wikipedia.org/wiki/Victor_Hugo
Eugène,PERSON,https://fr.wikipedia.org/wiki/Victor_Hugo
Naples,GPE,https://fr.wikipedia.org/wiki/Victor_Hugo
Espagne,GPE,https://fr.wikipedia.org/wiki/Victor_Hugo
1811,DATE,https://fr.wikipedia.org/wiki/Victor_Hugo
Hernani,GPE,https://fr.wikipedia.org/wiki/Victor_Hugo
La même année,DATE,https://fr.wikipedia.org/wiki/Victor_Hugo
Madrid,GPE,https://fr.wikipedia.org/wiki/Victor_Hugo
1812,DATE,https://fr.wikipedia.org/wiki/Victor_Hugo
septembre 1815,DATE,https://fr.wikipedia.org/wiki/Victor_Hugo
Cordier,PERSON,https://fr.wikipedia.org/wiki/Victor_Hugo
